pygame 2.5.1 (SDL 2.28.2, Python 3.7.13)
Hello from the pygame community. https://www.pygame.org/contribute.html
INFO: listening to server localhost:2000
Example of automatic vehicle control from client side.
waypoint: Location(x=-19.400000, y=243.600006, z=0.100000)
run_step waypoint loc: Location(x=-161.210770, y=243.539871, z=0.000000)
run_step waypoint loc: Location(x=-161.210770, y=243.539871, z=0.000000)
run_step waypoint loc: Location(x=-161.210770, y=243.539871, z=0.000000)
run_step waypoint loc: Location(x=-159.210770, y=243.536270, z=0.000000)
run_step waypoint loc: Location(x=-159.210770, y=243.536270, z=0.000000)
run_step waypoint loc: Location(x=-159.210770, y=243.536270, z=0.000000)
run_step waypoint loc: Location(x=-159.210770, y=243.536270, z=0.000000)
run_step waypoint loc: Location(x=-159.210770, y=243.536270, z=0.000000)
run_step waypoint loc: Location(x=-157.210770, y=243.532684, z=0.000000)
run_step waypoint loc: Location(x=-157.210770, y=243.532684, z=0.000000)
run_step waypoint loc: Location(x=-157.210770, y=243.532684, z=0.000000)
run_step waypoint loc: Location(x=-157.210770, y=243.532684, z=0.000000)
run_step waypoint loc: Location(x=-155.201996, y=243.528229, z=0.000000)
run_step waypoint loc: Location(x=-155.201996, y=243.528229, z=0.000000)
run_step waypoint loc: Location(x=-155.201996, y=243.528229, z=0.000000)
run_step waypoint loc: Location(x=-155.201996, y=243.528229, z=0.000000)
run_step waypoint loc: Location(x=-155.201996, y=243.528229, z=0.000000)
run_step waypoint loc: Location(x=-155.201996, y=243.528229, z=0.000000)
run_step waypoint loc: Location(x=-153.202011, y=243.521301, z=0.000000)
run_step waypoint loc: Location(x=-153.202011, y=243.521301, z=0.000000)
run_step waypoint loc: Location(x=-153.202011, y=243.521301, z=0.000000)
run_step waypoint loc: Location(x=-153.202011, y=243.521301, z=0.000000)
run_step waypoint loc: Location(x=-151.202026, y=243.514343, z=0.000000)
run_step waypoint loc: Location(x=-151.202026, y=243.514343, z=0.000000)
run_step waypoint loc: Location(x=-151.202026, y=243.514343, z=0.000000)
run_step waypoint loc: Location(x=-151.202026, y=243.514343, z=0.000000)
run_step waypoint loc: Location(x=-151.202026, y=243.514343, z=0.000000)
run_step waypoint loc: Location(x=-149.202026, y=243.507385, z=0.000000)
run_step waypoint loc: Location(x=-149.202026, y=243.507385, z=0.000000)
run_step waypoint loc: Location(x=-149.202026, y=243.507385, z=0.000000)
run_step waypoint loc: Location(x=-149.202026, y=243.507385, z=0.000000)
run_step waypoint loc: Location(x=-149.202026, y=243.507385, z=0.000000)
run_step waypoint loc: Location(x=-147.202042, y=243.500458, z=0.000000)
run_step waypoint loc: Location(x=-147.202042, y=243.500458, z=0.000000)
run_step waypoint loc: Location(x=-147.202042, y=243.500458, z=0.000000)
run_step waypoint loc: Location(x=-147.202042, y=243.500458, z=0.000000)
run_step waypoint loc: Location(x=-147.202042, y=243.500458, z=0.000000)
run_step waypoint loc: Location(x=-145.202057, y=243.493500, z=0.000000)
run_step waypoint loc: Location(x=-145.202057, y=243.493500, z=0.000000)
run_step waypoint loc: Location(x=-145.202057, y=243.493500, z=0.000000)
run_step waypoint loc: Location(x=-145.202057, y=243.493500, z=0.000000)
run_step waypoint loc: Location(x=-145.202057, y=243.493500, z=0.000000)
run_step waypoint loc: Location(x=-143.202072, y=243.486572, z=0.000000)
run_step waypoint loc: Location(x=-143.202072, y=243.486572, z=0.000000)
run_step waypoint loc: Location(x=-143.202072, y=243.486572, z=0.000000)
run_step waypoint loc: Location(x=-143.202072, y=243.486572, z=0.000000)
run_step waypoint loc: Location(x=-143.202072, y=243.486572, z=0.000000)
run_step waypoint loc: Location(x=-141.202087, y=243.479614, z=0.000000)
run_step waypoint loc: Location(x=-141.202087, y=243.479614, z=0.000000)
run_step waypoint loc: Location(x=-141.202087, y=243.479614, z=0.000000)
run_step waypoint loc: Location(x=-141.202087, y=243.479614, z=0.000000)
run_step waypoint loc: Location(x=-141.202087, y=243.479614, z=0.000000)
run_step waypoint loc: Location(x=-139.202087, y=243.472687, z=0.000000)
run_step waypoint loc: Location(x=-139.202087, y=243.472687, z=0.000000)
run_step waypoint loc: Location(x=-139.202087, y=243.472687, z=0.000000)
run_step waypoint loc: Location(x=-139.202087, y=243.472687, z=0.000000)
run_step waypoint loc: Location(x=-137.202103, y=243.465729, z=0.000000)
run_step waypoint loc: Location(x=-137.202103, y=243.465729, z=0.000000)
run_step waypoint loc: Location(x=-137.202103, y=243.465729, z=0.000000)
run_step waypoint loc: Location(x=-137.202103, y=243.465729, z=0.000000)
run_step waypoint loc: Location(x=-137.202103, y=243.465729, z=0.000000)
run_step waypoint loc: Location(x=-137.202103, y=243.465729, z=0.000000)
run_step waypoint loc: Location(x=-135.202118, y=243.458801, z=0.000000)
run_step waypoint loc: Location(x=-135.202118, y=243.458801, z=0.000000)
run_step waypoint loc: Location(x=-135.202118, y=243.458801, z=0.000000)
run_step waypoint loc: Location(x=-135.202118, y=243.458801, z=0.000000)
run_step waypoint loc: Location(x=-133.202133, y=243.451843, z=0.000000)
run_step waypoint loc: Location(x=-133.202133, y=243.451843, z=0.000000)
run_step waypoint loc: Location(x=-133.202133, y=243.451843, z=0.000000)
run_step waypoint loc: Location(x=-133.202133, y=243.451843, z=0.000000)
run_step waypoint loc: Location(x=-133.202133, y=243.451843, z=0.000000)
run_step waypoint loc: Location(x=-131.202148, y=243.444916, z=0.000000)
run_step waypoint loc: Location(x=-131.202148, y=243.444916, z=0.000000)
run_step waypoint loc: Location(x=-131.202148, y=243.444916, z=0.000000)
run_step waypoint loc: Location(x=-131.202148, y=243.444916, z=0.000000)
run_step waypoint loc: Location(x=-131.202148, y=243.444916, z=0.000000)
run_step waypoint loc: Location(x=-129.202148, y=243.437958, z=0.000000)
run_step waypoint loc: Location(x=-129.202148, y=243.437958, z=0.000000)
run_step waypoint loc: Location(x=-129.202148, y=243.437958, z=0.000000)
run_step waypoint loc: Location(x=-129.202148, y=243.437958, z=0.000000)
run_step waypoint loc: Location(x=-129.202148, y=243.437958, z=0.000000)
run_step waypoint loc: Location(x=-127.202156, y=243.431030, z=0.000000)
run_step waypoint loc: Location(x=-127.202156, y=243.431030, z=0.000000)
run_step waypoint loc: Location(x=-127.202156, y=243.431030, z=0.000000)
run_step waypoint loc: Location(x=-127.202156, y=243.431030, z=0.000000)
run_step waypoint loc: Location(x=-125.202171, y=243.424072, z=0.000000)
run_step waypoint loc: Location(x=-125.202171, y=243.424072, z=0.000000)
run_step waypoint loc: Location(x=-125.202171, y=243.424072, z=0.000000)
run_step waypoint loc: Location(x=-125.202171, y=243.424072, z=0.000000)
run_step waypoint loc: Location(x=-125.202171, y=243.424072, z=0.000000)
run_step waypoint loc: Location(x=-125.202171, y=243.424072, z=0.000000)
run_step waypoint loc: Location(x=-122.252190, y=243.413849, z=0.000000)
run_step waypoint loc: Location(x=-122.252190, y=243.413849, z=0.000000)
run_step waypoint loc: Location(x=-122.252190, y=243.413849, z=0.000000)
run_step waypoint loc: Location(x=-122.252190, y=243.413849, z=0.000000)
run_step waypoint loc: Location(x=-122.252190, y=243.413849, z=0.000000)
run_step waypoint loc: Location(x=-122.252190, y=243.413849, z=0.000000)
run_step waypoint loc: Location(x=-120.252205, y=243.406891, z=0.000000)
run_step waypoint loc: Location(x=-120.252205, y=243.406891, z=0.000000)
run_step waypoint loc: Location(x=-120.252205, y=243.406891, z=0.000000)
run_step waypoint loc: Location(x=-120.252205, y=243.406891, z=0.000000)
run_step waypoint loc: Location(x=-120.252205, y=243.406891, z=0.000000)
run_step waypoint loc: Location(x=-120.252205, y=243.406891, z=0.000000)
run_step waypoint loc: Location(x=-118.252213, y=243.399963, z=0.000000)
run_step waypoint loc: Location(x=-118.252213, y=243.399963, z=0.000000)
run_step waypoint loc: Location(x=-118.252213, y=243.399963, z=0.000000)
run_step waypoint loc: Location(x=-118.252213, y=243.399963, z=0.000000)
run_step waypoint loc: Location(x=-116.252228, y=243.393005, z=0.000000)
run_step waypoint loc: Location(x=-116.252228, y=243.393005, z=0.000000)
run_step waypoint loc: Location(x=-116.252228, y=243.393005, z=0.000000)
run_step waypoint loc: Location(x=-116.252228, y=243.393005, z=0.000000)
run_step waypoint loc: Location(x=-116.252228, y=243.393005, z=0.000000)
run_step waypoint loc: Location(x=-114.252235, y=243.386078, z=0.000000)
run_step waypoint loc: Location(x=-114.252235, y=243.386078, z=0.000000)
run_step waypoint loc: Location(x=-114.252235, y=243.386078, z=0.000000)
run_step waypoint loc: Location(x=-114.252235, y=243.386078, z=0.000000)
run_step waypoint loc: Location(x=-114.252235, y=243.386078, z=0.000000)
run_step waypoint loc: Location(x=-111.342247, y=243.375977, z=0.000000)
run_step waypoint loc: Location(x=-111.342247, y=243.375977, z=0.000000)
run_step waypoint loc: Location(x=-111.342247, y=243.375977, z=0.000000)
run_step waypoint loc: Location(x=-111.342247, y=243.375977, z=0.000000)
run_step waypoint loc: Location(x=-111.342247, y=243.375977, z=0.000000)
run_step waypoint loc: Location(x=-111.342247, y=243.375977, z=0.000000)
run_step waypoint loc: Location(x=-111.342247, y=243.375977, z=0.000000)
run_step waypoint loc: Location(x=-109.342262, y=243.369034, z=0.000000)
run_step waypoint loc: Location(x=-109.342262, y=243.369034, z=0.000000)
run_step waypoint loc: Location(x=-109.342262, y=243.369034, z=0.000000)
run_step waypoint loc: Location(x=-109.342262, y=243.369034, z=0.000000)
run_step waypoint loc: Location(x=-109.342262, y=243.369034, z=0.000000)
run_step waypoint loc: Location(x=-107.342270, y=243.362091, z=0.000000)
run_step waypoint loc: Location(x=-107.342270, y=243.362091, z=0.000000)
run_step waypoint loc: Location(x=-107.342270, y=243.362091, z=0.000000)
run_step waypoint loc: Location(x=-107.342270, y=243.362091, z=0.000000)
run_step waypoint loc: Location(x=-107.342270, y=243.362091, z=0.000000)
run_step waypoint loc: Location(x=-105.342285, y=243.355133, z=0.000000)
run_step waypoint loc: Location(x=-105.342285, y=243.355133, z=0.000000)
run_step waypoint loc: Location(x=-105.342285, y=243.355133, z=0.000000)
run_step waypoint loc: Location(x=-105.342285, y=243.355133, z=0.000000)
run_step waypoint loc: Location(x=-105.342285, y=243.355133, z=0.000000)
run_step waypoint loc: Location(x=-103.342300, y=243.348190, z=0.000000)
run_step waypoint loc: Location(x=-103.342300, y=243.348190, z=0.000000)
run_step waypoint loc: Location(x=-103.342300, y=243.348190, z=0.000000)
run_step waypoint loc: Location(x=-103.342300, y=243.348190, z=0.000000)
run_step waypoint loc: Location(x=-103.342300, y=243.348190, z=0.000000)
run_step waypoint loc: Location(x=-101.342308, y=243.341248, z=0.000000)
run_step waypoint loc: Location(x=-101.342308, y=243.341248, z=0.000000)
run_step waypoint loc: Location(x=-101.342308, y=243.341248, z=0.000000)
run_step waypoint loc: Location(x=-101.342308, y=243.341248, z=0.000000)
run_step waypoint loc: Location(x=-101.342308, y=243.341248, z=0.000000)
run_step waypoint loc: Location(x=-99.342316, y=243.334305, z=0.000000)
run_step waypoint loc: Location(x=-99.342316, y=243.334305, z=0.000000)
run_step waypoint loc: Location(x=-99.342316, y=243.334305, z=0.000000)
run_step waypoint loc: Location(x=-99.342316, y=243.334305, z=0.000000)
run_step waypoint loc: Location(x=-99.342316, y=243.334305, z=0.000000)
run_step waypoint loc: Location(x=-97.342331, y=243.327362, z=0.000000)
run_step waypoint loc: Location(x=-97.342331, y=243.327362, z=0.000000)
run_step waypoint loc: Location(x=-97.342331, y=243.327362, z=0.000000)
run_step waypoint loc: Location(x=-97.342331, y=243.327362, z=0.000000)
run_step waypoint loc: Location(x=-95.342346, y=243.320419, z=0.000000)
run_step waypoint loc: Location(x=-95.342346, y=243.320419, z=0.000000)
run_step waypoint loc: Location(x=-95.342346, y=243.320419, z=0.000000)
run_step waypoint loc: Location(x=-95.342346, y=243.320419, z=0.000000)
run_step waypoint loc: Location(x=-95.342346, y=243.320419, z=0.000000)
run_step waypoint loc: Location(x=-93.342354, y=243.313477, z=0.000000)
run_step waypoint loc: Location(x=-93.342354, y=243.313477, z=0.000000)
run_step waypoint loc: Location(x=-93.342354, y=243.313477, z=0.000000)
run_step waypoint loc: Location(x=-93.342354, y=243.313477, z=0.000000)
run_step waypoint loc: Location(x=-93.342354, y=243.313477, z=0.000000)
run_step waypoint loc: Location(x=-91.342369, y=243.306534, z=0.000000)
run_step waypoint loc: Location(x=-91.342369, y=243.306534, z=0.000000)
run_step waypoint loc: Location(x=-91.342369, y=243.306534, z=0.000000)
run_step waypoint loc: Location(x=-91.342369, y=243.306534, z=0.000000)
run_step waypoint loc: Location(x=-91.342369, y=243.306534, z=0.000000)
run_step waypoint loc: Location(x=-89.342377, y=243.299591, z=0.000000)
run_step waypoint loc: Location(x=-89.342377, y=243.299591, z=0.000000)
run_step waypoint loc: Location(x=-89.342377, y=243.299591, z=0.000000)
run_step waypoint loc: Location(x=-89.342377, y=243.299591, z=0.000000)
run_step waypoint loc: Location(x=-89.342377, y=243.299591, z=0.000000)
run_step waypoint loc: Location(x=-87.342392, y=243.292648, z=0.000000)
run_step waypoint loc: Location(x=-87.342392, y=243.292648, z=0.000000)
run_step waypoint loc: Location(x=-87.342392, y=243.292648, z=0.000000)
run_step waypoint loc: Location(x=-87.342392, y=243.292648, z=0.000000)
run_step waypoint loc: Location(x=-85.342407, y=243.285706, z=0.000000)
run_step waypoint loc: Location(x=-85.342407, y=243.285706, z=0.000000)
run_step waypoint loc: Location(x=-85.342407, y=243.285706, z=0.000000)
run_step waypoint loc: Location(x=-85.342407, y=243.285706, z=0.000000)
run_step waypoint loc: Location(x=-85.342407, y=243.285706, z=0.000000)
run_step waypoint loc: Location(x=-85.342407, y=243.285706, z=0.000000)
run_step waypoint loc: Location(x=-83.342415, y=243.278763, z=0.000000)
run_step waypoint loc: Location(x=-83.342415, y=243.278763, z=0.000000)
run_step waypoint loc: Location(x=-83.342415, y=243.278763, z=0.000000)
run_step waypoint loc: Location(x=-83.342415, y=243.278763, z=0.000000)
run_step waypoint loc: Location(x=-79.742439, y=243.266266, z=0.000000)
run_step waypoint loc: Location(x=-79.742439, y=243.266266, z=0.000000)
run_step waypoint loc: Location(x=-79.742439, y=243.266266, z=0.000000)
run_step waypoint loc: Location(x=-79.742439, y=243.266266, z=0.000000)
run_step waypoint loc: Location(x=-79.742439, y=243.266266, z=0.000000)
run_step waypoint loc: Location(x=-79.742439, y=243.266266, z=0.000000)
run_step waypoint loc: Location(x=-79.742439, y=243.266266, z=0.000000)
run_step waypoint loc: Location(x=-79.742439, y=243.266266, z=0.000000)
run_step waypoint loc: Location(x=-79.742439, y=243.266266, z=0.000000)
run_step waypoint loc: Location(x=-77.742455, y=243.259323, z=0.000000)
run_step waypoint loc: Location(x=-77.742455, y=243.259323, z=0.000000)
run_step waypoint loc: Location(x=-77.742455, y=243.259323, z=0.000000)
run_step waypoint loc: Location(x=-77.742455, y=243.259323, z=0.000000)
run_step waypoint loc: Location(x=-77.742455, y=243.259323, z=0.000000)
run_step waypoint loc: Location(x=-75.742462, y=243.252380, z=0.000000)
run_step waypoint loc: Location(x=-75.742462, y=243.252380, z=0.000000)
run_step waypoint loc: Location(x=-75.742462, y=243.252380, z=0.000000)
run_step waypoint loc: Location(x=-75.742462, y=243.252380, z=0.000000)
run_step waypoint loc: Location(x=-75.742462, y=243.252380, z=0.000000)
run_step waypoint loc: Location(x=-73.742477, y=243.245438, z=0.000000)
run_step waypoint loc: Location(x=-73.742477, y=243.245438, z=0.000000)
run_step waypoint loc: Location(x=-73.742477, y=243.245438, z=0.000000)
run_step waypoint loc: Location(x=-73.742477, y=243.245438, z=0.000000)
run_step waypoint loc: Location(x=-73.742477, y=243.245438, z=0.000000)
run_step waypoint loc: Location(x=-71.742485, y=243.238495, z=0.000000)
run_step waypoint loc: Location(x=-71.742485, y=243.238495, z=0.000000)
run_step waypoint loc: Location(x=-71.742485, y=243.238495, z=0.000000)
run_step waypoint loc: Location(x=-71.742485, y=243.238495, z=0.000000)
run_step waypoint loc: Location(x=-71.742485, y=243.238495, z=0.000000)
run_step waypoint loc: Location(x=-69.742500, y=243.231552, z=0.000000)
run_step waypoint loc: Location(x=-69.742500, y=243.231552, z=0.000000)
run_step waypoint loc: Location(x=-69.742500, y=243.231552, z=0.000000)
run_step waypoint loc: Location(x=-69.742500, y=243.231552, z=0.000000)
run_step waypoint loc: Location(x=-67.742508, y=243.224609, z=0.000000)
run_step waypoint loc: Location(x=-67.742508, y=243.224609, z=0.000000)
run_step waypoint loc: Location(x=-67.742508, y=243.224609, z=0.000000)
run_step waypoint loc: Location(x=-67.742508, y=243.224609, z=0.000000)
run_step waypoint loc: Location(x=-67.742508, y=243.224609, z=0.000000)
run_step waypoint loc: Location(x=-67.742508, y=243.224609, z=0.000000)
run_step waypoint loc: Location(x=-65.742523, y=243.217667, z=0.000000)
run_step waypoint loc: Location(x=-65.742523, y=243.217667, z=0.000000)
run_step waypoint loc: Location(x=-65.742523, y=243.217667, z=0.000000)
run_step waypoint loc: Location(x=-65.742523, y=243.217667, z=0.000000)
run_step waypoint loc: Location(x=-63.742542, y=243.210724, z=0.000000)
run_step waypoint loc: Location(x=-63.742542, y=243.210724, z=0.000000)
run_step waypoint loc: Location(x=-63.742542, y=243.210724, z=0.000000)
run_step waypoint loc: Location(x=-63.742542, y=243.210724, z=0.000000)
run_step waypoint loc: Location(x=-63.742542, y=243.210724, z=0.000000)
run_step waypoint loc: Location(x=-61.742554, y=243.203766, z=0.000000)
run_step waypoint loc: Location(x=-61.742554, y=243.203766, z=0.000000)
run_step waypoint loc: Location(x=-61.742554, y=243.203766, z=0.000000)
run_step waypoint loc: Location(x=-61.742554, y=243.203766, z=0.000000)
run_step waypoint loc: Location(x=-61.742554, y=243.203766, z=0.000000)
run_step waypoint loc: Location(x=-59.742569, y=243.196823, z=0.000000)
run_step waypoint loc: Location(x=-59.742569, y=243.196823, z=0.000000)
run_step waypoint loc: Location(x=-59.742569, y=243.196823, z=0.000000)
run_step waypoint loc: Location(x=-59.742569, y=243.196823, z=0.000000)
run_step waypoint loc: Location(x=-59.742569, y=243.196823, z=0.000000)
run_step waypoint loc: Location(x=-57.742580, y=243.189880, z=0.000000)
run_step waypoint loc: Location(x=-57.742580, y=243.189880, z=0.000000)
run_step waypoint loc: Location(x=-57.742580, y=243.189880, z=0.000000)
run_step waypoint loc: Location(x=-57.742580, y=243.189880, z=0.000000)
run_step waypoint loc: Location(x=-57.742580, y=243.189880, z=0.000000)
run_step waypoint loc: Location(x=-55.742592, y=243.182938, z=0.000000)
run_step waypoint loc: Location(x=-55.742592, y=243.182938, z=0.000000)
run_step waypoint loc: Location(x=-55.742592, y=243.182938, z=0.000000)
run_step waypoint loc: Location(x=-55.742592, y=243.182938, z=0.000000)
run_step waypoint loc: Location(x=-55.742592, y=243.182938, z=0.000000)
run_step waypoint loc: Location(x=-53.742603, y=243.175995, z=0.000000)
run_step waypoint loc: Location(x=-53.742603, y=243.175995, z=0.000000)
run_step waypoint loc: Location(x=-53.742603, y=243.175995, z=0.000000)
run_step waypoint loc: Location(x=-53.742603, y=243.175995, z=0.000000)
run_step waypoint loc: Location(x=-51.742615, y=243.169052, z=0.000000)
run_step waypoint loc: Location(x=-51.742615, y=243.169052, z=0.000000)
run_step waypoint loc: Location(x=-51.742615, y=243.169052, z=0.000000)
run_step waypoint loc: Location(x=-51.742615, y=243.169052, z=0.000000)
run_step waypoint loc: Location(x=-51.742615, y=243.169052, z=0.000000)
run_step waypoint loc: Location(x=-51.742615, y=243.169052, z=0.000000)
run_step waypoint loc: Location(x=-49.742630, y=243.162109, z=0.000000)
run_step waypoint loc: Location(x=-49.742630, y=243.162109, z=0.000000)
run_step waypoint loc: Location(x=-49.742630, y=243.162109, z=0.000000)
run_step waypoint loc: Location(x=-49.742630, y=243.162109, z=0.000000)
run_step waypoint loc: Location(x=-47.742638, y=243.155167, z=0.000000)
run_step waypoint loc: Location(x=-47.742638, y=243.155167, z=0.000000)
run_step waypoint loc: Location(x=-47.742638, y=243.155167, z=0.000000)
run_step waypoint loc: Location(x=-47.742638, y=243.155167, z=0.000000)
run_step waypoint loc: Location(x=-47.742638, y=243.155167, z=0.000000)
run_step waypoint loc: Location(x=-45.742653, y=243.148224, z=0.000000)
run_step waypoint loc: Location(x=-45.742653, y=243.148224, z=0.000000)
run_step waypoint loc: Location(x=-45.742653, y=243.148224, z=0.000000)
run_step waypoint loc: Location(x=-45.742653, y=243.148224, z=0.000000)
run_step waypoint loc: Location(x=-45.742653, y=243.148224, z=0.000000)
run_step waypoint loc: Location(x=-43.742664, y=243.141281, z=0.000000)
run_step waypoint loc: Location(x=-43.742664, y=243.141281, z=0.000000)
run_step waypoint loc: Location(x=-43.742664, y=243.141281, z=0.000000)
run_step waypoint loc: Location(x=-43.742664, y=243.141281, z=0.000000)
run_step waypoint loc: Location(x=-43.742664, y=243.141281, z=0.000000)
run_step waypoint loc: Location(x=-41.742676, y=243.134338, z=0.000000)
run_step waypoint loc: Location(x=-41.742676, y=243.134338, z=0.000000)
run_step waypoint loc: Location(x=-41.742676, y=243.134338, z=0.000000)
run_step waypoint loc: Location(x=-41.742676, y=243.134338, z=0.000000)
run_step waypoint loc: Location(x=-39.742687, y=243.127396, z=0.000000)
run_step waypoint loc: Location(x=-39.742687, y=243.127396, z=0.000000)
run_step waypoint loc: Location(x=-39.742687, y=243.127396, z=0.000000)
run_step waypoint loc: Location(x=-39.742687, y=243.127396, z=0.000000)
run_step waypoint loc: Location(x=-39.742687, y=243.127396, z=0.000000)
run_step waypoint loc: Location(x=-39.742687, y=243.127396, z=0.000000)
run_step waypoint loc: Location(x=-37.742699, y=243.120453, z=0.000000)
run_step waypoint loc: Location(x=-37.742699, y=243.120453, z=0.000000)
run_step waypoint loc: Location(x=-37.742699, y=243.120453, z=0.000000)
run_step waypoint loc: Location(x=-37.742699, y=243.120453, z=0.000000)
run_step waypoint loc: Location(x=-35.742714, y=243.113510, z=0.000000)
run_step waypoint loc: Location(x=-35.742714, y=243.113510, z=0.000000)
run_step waypoint loc: Location(x=-35.742714, y=243.113510, z=0.000000)
run_step waypoint loc: Location(x=-35.742714, y=243.113510, z=0.000000)
run_step waypoint loc: Location(x=-35.742714, y=243.113510, z=0.000000)
run_step waypoint loc: Location(x=-33.742725, y=243.106567, z=0.000000)
run_step waypoint loc: Location(x=-33.742725, y=243.106567, z=0.000000)
run_step waypoint loc: Location(x=-33.742725, y=243.106567, z=0.000000)
run_step waypoint loc: Location(x=-33.742725, y=243.106567, z=0.000000)
run_step waypoint loc: Location(x=-33.742725, y=243.106567, z=0.000000)
run_step waypoint loc: Location(x=-31.742737, y=243.099625, z=0.000000)
run_step waypoint loc: Location(x=-31.742737, y=243.099625, z=0.000000)
run_step waypoint loc: Location(x=-31.742737, y=243.099625, z=0.000000)
run_step waypoint loc: Location(x=-31.742737, y=243.099625, z=0.000000)
run_step waypoint loc: Location(x=-31.742737, y=243.099625, z=0.000000)
run_step waypoint loc: Location(x=-29.742748, y=243.092682, z=0.000000)
run_step waypoint loc: Location(x=-29.742748, y=243.092682, z=0.000000)
run_step waypoint loc: Location(x=-29.742748, y=243.092682, z=0.000000)
run_step waypoint loc: Location(x=-29.742748, y=243.092682, z=0.000000)
run_step waypoint loc: Location(x=-29.742748, y=243.092682, z=0.000000)
run_step waypoint loc: Location(x=-27.742760, y=243.085724, z=0.000000)
run_step waypoint loc: Location(x=-27.742760, y=243.085724, z=0.000000)
run_step waypoint loc: Location(x=-27.742760, y=243.085724, z=0.000000)
run_step waypoint loc: Location(x=-27.742760, y=243.085724, z=0.000000)
run_step waypoint loc: Location(x=-27.742760, y=243.085724, z=0.000000)
run_step waypoint loc: Location(x=-25.742771, y=243.078781, z=0.000000)
run_step waypoint loc: Location(x=-25.742771, y=243.078781, z=0.000000)
run_step waypoint loc: Location(x=-25.742771, y=243.078781, z=0.000000)
run_step waypoint loc: Location(x=-25.742771, y=243.078781, z=0.000000)
run_step waypoint loc: Location(x=-23.742783, y=243.071838, z=0.000000)
run_step waypoint loc: Location(x=-23.742783, y=243.071838, z=0.000000)
run_step waypoint loc: Location(x=-23.742783, y=243.071838, z=0.000000)
run_step waypoint loc: Location(x=-23.742783, y=243.071838, z=0.000000)
run_step waypoint loc: Location(x=-23.742783, y=243.071838, z=0.000000)
run_step waypoint loc: Location(x=-23.742783, y=243.071838, z=0.000000)
run_step waypoint loc: Location(x=-20.932800, y=243.062073, z=0.000000)
run_step waypoint loc: Location(x=-20.932800, y=243.062073, z=0.000000)
run_step waypoint loc: Location(x=-20.932800, y=243.062073, z=0.000000)
run_step waypoint loc: Location(x=-20.932800, y=243.062073, z=0.000000)
run_step waypoint loc: Location(x=-20.932800, y=243.062073, z=0.000000)
run_step waypoint loc: Location(x=-20.932800, y=243.062073, z=0.000000)
run_step waypoint loc: Location(x=-20.932800, y=243.062073, z=0.000000)
run_step waypoint loc: Location(x=-20.932800, y=243.062073, z=0.000000)
run_step waypoint loc: Location(x=-20.932800, y=243.062073, z=0.000000)
run_step waypoint loc: Location(x=-20.932800, y=243.062073, z=0.000000)
run_step waypoint loc: Location(x=-20.932800, y=243.062073, z=0.000000)
run_step waypoint loc: Location(x=-20.932800, y=243.062073, z=0.000000)
run_step waypoint loc: Location(x=-20.932800, y=243.062073, z=0.000000)
run_step waypoint loc: Location(x=-20.932800, y=243.062073, z=0.000000)
waypoint: Location(x=-0.800000, y=243.600006, z=0.100000)
run_step waypoint loc: Location(x=-16.932825, y=243.048187, z=0.000000)
run_step waypoint loc: Location(x=-14.932836, y=243.041245, z=0.000000)
run_step waypoint loc: Location(x=-14.932836, y=243.041245, z=0.000000)
run_step waypoint loc: Location(x=-14.932836, y=243.041245, z=0.000000)
run_step waypoint loc: Location(x=-14.932836, y=243.041245, z=0.000000)
run_step waypoint loc: Location(x=-14.932836, y=243.041245, z=0.000000)
run_step waypoint loc: Location(x=-12.929580, y=243.034058, z=0.000000)
run_step waypoint loc: Location(x=-12.929580, y=243.034058, z=0.000000)
run_step waypoint loc: Location(x=-12.929580, y=243.034058, z=0.000000)
run_step waypoint loc: Location(x=-12.929580, y=243.034058, z=0.000000)
run_step waypoint loc: Location(x=-12.929580, y=243.034058, z=0.000000)
run_step waypoint loc: Location(x=-10.903497, y=243.008026, z=0.000000)
run_step waypoint loc: Location(x=-10.903497, y=243.008026, z=0.000000)
run_step waypoint loc: Location(x=-10.903497, y=243.008026, z=0.000000)
run_step waypoint loc: Location(x=-10.903497, y=243.008026, z=0.000000)
run_step waypoint loc: Location(x=-10.903497, y=243.008026, z=0.000000)
run_step waypoint loc: Location(x=-8.878031, y=242.951584, z=0.000000)
run_step waypoint loc: Location(x=-8.878031, y=242.951584, z=0.000000)
run_step waypoint loc: Location(x=-8.878031, y=242.951584, z=0.000000)
run_step waypoint loc: Location(x=-8.878031, y=242.951584, z=0.000000)
run_step waypoint loc: Location(x=-6.853642, y=242.864761, z=0.000000)
run_step waypoint loc: Location(x=-6.853642, y=242.864761, z=0.000000)
run_step waypoint loc: Location(x=-6.853642, y=242.864761, z=0.000000)
run_step waypoint loc: Location(x=-6.853642, y=242.864761, z=0.000000)
run_step waypoint loc: Location(x=-6.853642, y=242.864761, z=0.000000)
run_step waypoint loc: Location(x=-6.853642, y=242.864761, z=0.000000)
run_step waypoint loc: Location(x=-4.830784, y=242.747543, z=0.000000)
run_step waypoint loc: Location(x=-4.830784, y=242.747543, z=0.000000)
run_step waypoint loc: Location(x=-4.830784, y=242.747543, z=0.000000)
run_step waypoint loc: Location(x=-4.830784, y=242.747543, z=0.000000)
run_step waypoint loc: Location(x=-4.830784, y=242.747543, z=0.000000)
run_step waypoint loc: Location(x=-4.830784, y=242.747543, z=0.000000)
